Time,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
8569.967,0.2,0.0,0.0,0.0,0.0,0.4
8570.074,0.2,0.0,0.0,0.0,0.0,0.4
8570.167,0.2,0.0,0.0,0.0,0.0,0.4
8570.271,0.2,0.0,0.0,0.0,0.0,0.4
8570.368,0.2,0.0,0.0,0.0,0.0,0.4
8570.469,0.2,0.0,0.0,0.0,0.0,0.4
8570.574,0.2,0.0,0.0,0.0,0.0,0.4
8570.67,0.2,0.0,0.0,0.0,0.0,0.4
8570.767,0.2,0.0,0.0,0.0,0.0,0.4
8570.87,0.2,0.0,0.0,0.0,0.0,0.4
8570.975,0.2,0.0,0.0,0.0,0.0,0.4
8571.064,0.2,0.0,0.0,0.0,0.0,0.4
8571.167,0.2,0.0,0.0,0.0,0.0,0.4
8571.274,0.2,0.0,0.0,0.0,0.0,0.4
8571.37,0.2,0.0,0.0,0.0,0.0,0.4
8571.468,0.2,0.0,0.0,0.0,0.0,0.4
8571.567,0.2,0.0,0.0,0.0,0.0,0.4
8571.669,0.2,0.0,0.0,0.0,0.0,0.4
8571.769,0.2,0.0,0.0,0.0,0.0,0.4
8571.869,0.2,0.0,0.0,0.0,0.0,0.4
8571.97,0.2,0.0,0.0,0.0,0.0,0.4
8572.069,0.2,0.0,0.0,0.0,0.0,0.4
8572.162,0.2,0.0,0.0,0.0,0.0,0.4
8572.281,0.2,0.0,0.0,0.0,0.0,0.4
8572.37,0.2,0.0,0.0,0.0,0.0,0.4
8572.471,0.2,0.0,0.0,0.0,0.0,0.4
8572.573,0.2,0.0,0.0,0.0,0.0,0.4
8572.67,0.2,0.0,0.0,0.0,0.0,0.4
8572.77,0.2,0.0,0.0,0.0,0.0,0.4
8572.869,0.2,0.0,0.0,0.0,0.0,0.4
8572.967,0.2,0.0,0.0,0.0,0.0,0.4
8573.075,0.2,0.0,0.0,0.0,0.0,0.4
8573.167,0.2,0.0,0.0,0.0,0.0,0.4
8573.267,0.2,0.0,0.0,0.0,0.0,0.4
8573.367,0.2,0.0,0.0,0.0,0.0,0.4
8573.474,0.2,0.0,0.0,0.0,0.0,0.4
8573.571,0.2,0.0,0.0,0.0,0.0,0.4
8573.668,0.2,0.0,0.0,0.0,0.0,0.4
8573.769,0.2,0.0,0.0,0.0,0.0,0.4
8573.867,0.2,0.0,0.0,0.0,0.0,0.4
8573.968,0.2,0.0,0.0,0.0,0.0,0.4
8574.069,0.2,0.0,0.0,0.0,0.0,0.4
8574.171,0.2,0.0,0.0,0.0,0.0,0.4
8574.268,0.2,0.0,0.0,0.0,0.0,0.4
8574.37,0.2,0.0,0.0,0.0,0.0,0.4
8574.469,0.2,0.0,0.0,0.0,0.0,0.4
8574.568,0.2,0.0,0.0,0.0,0.0,0.4
8574.668,0.2,0.0,0.0,0.0,0.0,0.4
8574.767,0.2,0.0,0.0,0.0,0.0,0.4
8574.874,0.2,0.0,0.0,0.0,0.0,0.4
8574.968,0.2,0.0,0.0,0.0,0.0,0.4
8575.081,0.2,0.0,0.0,0.0,0.0,0.4
8575.168,0.2,0.0,0.0,0.0,0.0,0.4
8575.267,0.2,0.0,0.0,0.0,0.0,0.4
8575.368,0.2,0.0,0.0,0.0,0.0,0.4
8575.47,0.2,0.0,0.0,0.0,0.0,0.4
8575.571,0.2,0.0,0.0,0.0,0.0,0.4
8575.671,0.2,0.0,0.0,0.0,0.0,0.4
8575.769,0.2,0.0,0.0,0.0,0.0,0.4
8575.867,0.2,0.0,0.0,0.0,0.0,0.4
8575.972,0.2,0.0,0.0,0.0,0.0,0.4
8576.067,0.2,0.0,0.0,0.0,0.0,0.4
8576.168,0.2,0.0,0.0,0.0,0.0,0.4
8576.272,0.2,0.0,0.0,0.0,0.0,0.4
8576.38,0.2,0.0,0.0,0.0,0.0,0.4
8576.464,0.2,0.0,0.0,0.0,0.0,0.4
8576.568,0.2,0.0,0.0,0.0,0.0,0.4
8576.67,0.2,0.0,0.0,0.0,0.0,0.4
8576.767,0.2,0.0,0.0,0.0,0.0,0.4
8576.867,0.2,0.0,0.0,0.0,0.0,0.4
8576.967,0.2,0.0,0.0,0.0,0.0,0.4
8577.068,0.2,0.0,0.0,0.0,0.0,0.4
8577.167,0.2,0.0,0.0,0.0,0.0,0.4
8577.266,0.2,0.0,0.0,0.0,0.0,0.4
8577.368,0.2,0.0,0.0,0.0,0.0,0.4
8577.475,0.2,0.0,0.0,0.0,0.0,0.4
8577.568,0.2,0.0,0.0,0.0,0.0,0.4
8577.669,0.2,0.0,0.0,0.0,0.0,0.4
8577.768,0.2,0.0,0.0,0.0,0.0,0.4
8577.868,0.2,0.0,0.0,0.0,0.0,0.4
8577.968,0.2,0.0,0.0,0.0,0.0,0.4
8578.071,0.2,0.0,0.0,0.0,0.0,0.4
8578.167,0.2,0.0,0.0,0.0,0.0,0.4
8578.268,0.2,0.0,0.0,0.0,0.0,0.4
8578.367,0.2,0.0,0.0,0.0,0.0,0.4
8578.469,0.2,0.0,0.0,0.0,0.0,0.4
8578.569,0.2,0.0,0.0,0.0,0.0,0.4
8578.667,0.2,0.0,0.0,0.0,0.0,0.4
8578.768,0.2,0.0,0.0,0.0,0.0,0.4
8578.869,0.2,0.0,0.0,0.0,0.0,0.4
8578.97,0.2,0.0,0.0,0.0,0.0,0.4
8579.071,0.2,0.0,0.0,0.0,0.0,0.4
8579.167,0.2,0.0,0.0,0.0,0.0,0.4
8579.276,0.2,0.0,0.0,0.0,0.0,0.4
8579.367,0.2,0.0,0.0,0.0,0.0,0.4
8579.471,0.2,0.0,0.0,0.0,0.0,0.4
8579.564,0.2,0.0,0.0,0.0,0.0,0.4
8579.667,0.2,0.0,0.0,0.0,0.0,0.4
8579.767,0.2,0.0,0.0,0.0,0.0,0.4
8579.867,0.2,0.0,0.0,0.0,0.0,0.4
8579.97,0.2,0.0,0.0,0.0,0.0,0.4
8580.067,0.2,0.0,0.0,0.0,0.0,0.4
8580.169,0.2,0.0,0.0,0.0,0.0,0.4
8580.276,0.2,0.0,0.0,0.0,0.0,0.4
8580.367,0.2,0.0,0.0,0.0,0.0,0.4
8580.479,0.2,0.0,0.0,0.0,0.0,0.4
8580.573,0.2,0.0,0.0,0.0,0.0,0.4
8580.67,0.2,0.0,0.0,0.0,0.0,0.4
8580.764,0.2,0.0,0.0,0.0,0.0,0.4
8580.869,0.2,0.0,0.0,0.0,0.0,0.4
8580.974,0.2,0.0,0.0,0.0,0.0,0.4
8581.068,0.2,0.0,0.0,0.0,0.0,0.4
8581.167,0.2,0.0,0.0,0.0,0.0,0.4
8581.274,0.2,0.0,0.0,0.0,0.0,0.4
8581.369,0.2,0.0,0.0,0.0,0.0,0.4
8581.467,0.2,0.0,0.0,0.0,0.0,0.4
8581.577,0.2,0.0,0.0,0.0,0.0,0.4
